# Histogram
000000 000000	000000	000000	000000	000000
000001 000000	000000	000000	000000	000000
000002 000000	000000	000000	000000	000000
000003 000000	000000	000000	000000	000000
000004 000000	000000	000000	000000	000000
000005 000000	000000	000000	000000	000000
000006 000000	000000	000000	000000	000000
000007 000000	000000	000000	000000	000000
000008 000000	000000	000000	000000	000000
000009 000000	000000	000000	000000	000000
000010 000000	000000	000000	000000	000000
000011 000000	000000	000000	000000	000000
000012 000000	000000	000000	000000	000000
000013 462007	000116	000101	000074	462298
000014 16179241	10405640	12057856	11290577	49933314
000015 12401848	13145449	13191587	13434182	52173066
000016 5242220	7648358	7264347	7761508	27916433
000017 1045668	2534935	2062681	2177800	7821084
000018 315851	1076716	659037	667208	2718812
000019 164469	579500	349845	330178	1423992
000020 089162	296679	189736	153780	729357
000021 047197	156056	101779	081172	386204
000022 024154	079696	054721	046657	205228
000023 012335	039804	029832	026238	108209
000024 006464	018626	015879	013546	054515
000025 003663	008668	009174	007234	028739
000026 002130	004344	005232	004056	015762
000027 001398	002205	003172	002310	009085
000028 000783	001316	001894	001392	005385
000029 000484	000746	001130	000782	003142
000030 000312	000400	000710	000447	001869
000031 000220	000237	000435	000226	001118
000032 000113	000153	000248	000139	000653
000033 000092	000089	000166	000079	000426
000034 000065	000054	000116	000070	000305
000035 000040	000042	000064	000033	000179
000036 000019	000022	000029	000022	000092
000037 000016	000016	000024	000013	000069
000038 000015	000014	000014	000005	000048
000039 000011	000008	000006	000008	000033
000040 000005	000006	000005	000005	000021
000041 000003	000005	000004	000002	000014
000042 000000	000002	000003	000001	000006
000043 000003	000004	000000	000001	000008
000044 000003	000003	000001	000001	000008
000045 000003	000002	000000	000000	000005
000046 000001	000003	000001	000000	000005
000047 000000	000001	000001	000000	000002
000048 000001	000000	000000	000001	000002
000049 000000	000001	000000	000001	000002
000050 000001	000000	000001	000000	000002
000051 000001	000000	000001	000000	000002
000052 000000	000001	000000	000000	000001
000053 000000	000000	000000	000000	000000
000054 000000	000001	000000	000000	000001
000055 000000	000000	000000	000000	000000
000056 000001	000000	000000	000000	000001
000057 000001	000000	000000	000000	000001
000058 000000	000000	000000	000001	000001
000059 000000	000000	000000	000000	000000
000060 000000	000000	000000	000000	000000
000061 000000	000000	000000	000000	000000
000062 000000	000000	000000	000000	000000
000063 000000	000000	000000	000000	000000
000064 000000	000000	000000	000000	000000
000065 000000	000000	000000	000000	000000
000066 000000	000000	000000	000000	000000
000067 000000	000000	000000	000000	000000
000068 000000	000000	000000	000000	000000
000069 000000	000000	000000	000000	000000
000070 000000	000000	000000	000000	000000
000071 000000	000000	000000	000000	000000
000072 000000	000000	000000	000000	000000
000073 000000	000000	000000	000000	000000
000074 000000	000000	000000	000000	000000
000075 000000	000000	000000	000000	000000
000076 000000	000000	000000	000000	000000
000077 000000	000000	000000	000000	000000
000078 000000	000000	000000	000000	000000
000079 000000	000000	000000	000000	000000
000080 000000	000000	000000	000000	000000
000081 000000	000000	000000	000000	000000
000082 000000	000000	000000	000000	000000
000083 000000	000000	000000	000000	000000
000084 000000	000000	000000	000000	000000
000085 000000	000000	000000	000000	000000
000086 000000	000000	000000	000000	000000
000087 000000	000000	000000	000000	000000
000088 000000	000000	000000	000000	000000
000089 000000	000000	000000	000000	000000
000090 000000	000000	000000	000000	000000
000091 000000	000000	000000	000000	000000
000092 000000	000000	000000	000000	000000
000093 000000	000000	000000	000000	000000
000094 000000	000000	000000	000000	000000
000095 000000	000000	000000	000000	000000
000096 000000	000000	000000	000000	000000
000097 000000	000000	000000	000000	000000
000098 000000	000000	000000	000000	000000
000099 000000	000000	000000	000000	000000
000100 000000	000000	000000	000000	000000
000101 000000	000000	000000	000000	000000
000102 000000	000000	000000	000000	000000
000103 000000	000000	000000	000000	000000
000104 000000	000000	000000	000000	000000
000105 000000	000000	000000	000000	000000
000106 000000	000000	000000	000000	000000
000107 000000	000000	000000	000000	000000
000108 000000	000000	000000	000000	000000
000109 000000	000000	000000	000000	000000
000110 000000	000000	000000	000000	000000
000111 000000	000000	000000	000000	000000
000112 000000	000000	000000	000000	000000
000113 000000	000000	000000	000000	000000
000114 000000	000000	000000	000000	000000
000115 000000	000000	000000	000000	000000
000116 000000	000000	000000	000000	000000
000117 000000	000000	000000	000000	000000
000118 000000	000000	000000	000000	000000
000119 000000	000000	000000	000000	000000
000120 000000	000000	000000	000000	000000
000121 000000	000000	000000	000000	000000
000122 000000	000000	000000	000000	000000
000123 000000	000000	000000	000000	000000
000124 000000	000000	000000	000000	000000
000125 000000	000000	000000	000000	000000
000126 000000	000000	000000	000000	000000
000127 000000	000000	000000	000000	000000
000128 000000	000000	000000	000000	000000
000129 000000	000000	000000	000000	000000
000130 000000	000000	000000	000000	000000
000131 000000	000000	000000	000000	000000
000132 000000	000000	000000	000000	000000
000133 000000	000000	000000	000000	000000
000134 000000	000000	000000	000000	000000
000135 000000	000000	000000	000000	000000
000136 000000	000000	000000	000000	000000
000137 000000	000000	000000	000000	000000
000138 000000	000000	000000	000000	000000
000139 000000	000000	000000	000000	000000
000140 000000	000000	000000	000000	000000
000141 000000	000000	000000	000000	000000
000142 000000	000000	000000	000000	000000
000143 000000	000000	000000	000000	000000
000144 000000	000000	000000	000000	000000
000145 000000	000000	000000	000000	000000
000146 000000	000000	000000	000000	000000
000147 000000	000000	000000	000000	000000
000148 000000	000000	000000	000000	000000
000149 000000	000000	000000	000000	000000
000150 000000	000000	000000	000000	000000
000151 000000	000000	000000	000000	000000
000152 000000	000000	000000	000000	000000
000153 000000	000000	000000	000000	000000
000154 000000	000000	000000	000000	000000
000155 000000	000000	000000	000000	000000
000156 000000	000000	000000	000000	000000
000157 000000	000000	000000	000000	000000
000158 000000	000000	000000	000000	000000
000159 000000	000000	000000	000000	000000
000160 000000	000000	000000	000000	000000
000161 000000	000000	000000	000000	000000
000162 000000	000000	000000	000000	000000
000163 000000	000000	000000	000000	000000
000164 000000	000000	000000	000000	000000
000165 000000	000000	000000	000000	000000
000166 000000	000000	000000	000000	000000
000167 000000	000000	000000	000000	000000
000168 000000	000000	000000	000000	000000
000169 000000	000000	000000	000000	000000
000170 000000	000000	000000	000000	000000
000171 000000	000000	000000	000000	000000
000172 000000	000000	000000	000000	000000
000173 000000	000000	000000	000000	000000
000174 000000	000000	000000	000000	000000
000175 000000	000000	000000	000000	000000
000176 000000	000000	000000	000000	000000
000177 000000	000000	000000	000000	000000
000178 000000	000000	000000	000000	000000
000179 000000	000000	000000	000000	000000
000180 000000	000000	000000	000000	000000
000181 000000	000000	000000	000000	000000
000182 000000	000000	000000	000000	000000
000183 000000	000000	000000	000000	000000
000184 000000	000000	000000	000000	000000
000185 000000	000000	000000	000000	000000
000186 000000	000000	000000	000000	000000
000187 000000	000000	000000	000000	000000
000188 000000	000000	000000	000000	000000
000189 000000	000000	000000	000000	000000
000190 000000	000000	000000	000000	000000
000191 000000	000000	000000	000000	000000
000192 000000	000000	000000	000000	000000
000193 000000	000000	000000	000000	000000
000194 000000	000000	000000	000000	000000
000195 000000	000000	000000	000000	000000
000196 000000	000000	000000	000000	000000
000197 000000	000000	000000	000000	000000
000198 000000	000000	000000	000000	000000
000199 000000	000000	000000	000000	000000
000200 000000	000000	000000	000000	000000
000201 000000	000000	000000	000000	000000
000202 000000	000000	000000	000000	000000
000203 000000	000000	000000	000000	000000
000204 000000	000000	000000	000000	000000
000205 000000	000000	000000	000000	000000
000206 000000	000000	000000	000000	000000
000207 000000	000000	000000	000000	000000
000208 000000	000000	000000	000000	000000
000209 000000	000000	000000	000000	000000
000210 000000	000000	000000	000000	000000
