# Histogram
000000 000000	000000	000000	000000	000000
000001 000000	000000	000000	000000	000000
000002 001691	047485	000849	000417	050442
000003 34450800	33721611	34255185	34124006	136551602
000004 1281999	1276869	1031397	1172057	4762322
000005 139772	361500	285401	278221	1064894
000006 094813	426950	322402	324838	1169003
000007 024513	129383	083839	080217	317952
000008 004568	025624	015612	014944	060748
000009 001256	007335	003886	003873	016350
000010 000335	002123	000928	000862	004248
000011 000122	000675	000239	000255	001291
000012 000060	000243	000074	000076	000453
000013 000017	000070	000034	000043	000164
000014 000019	000031	000026	000025	000101
000015 000014	000018	000010	000010	000052
000016 000007	000012	000010	000008	000037
000017 000004	000009	000005	000008	000026
000018 000002	000007	000006	000002	000017
000019 000003	000001	000000	000003	000007
000020 000001	000003	000002	000001	000007
000021 000001	000001	000001	000001	000004
000022 000001	000001	000002	000000	000004
000023 000001	000000	000001	000000	000002
000024 000000	000001	000002	000000	000003
000025 000000	000000	000000	000001	000001
000026 000001	000000	000000	000000	000001
000027 000000	000002	000000	000000	000002
000028 000000	000000	000000	000000	000000
000029 000000	000000	000000	000000	000000
000030 000000	000000	000000	000000	000000
000031 000000	000000	000000	000000	000000
000032 000000	000000	000000	000000	000000
000033 000000	000000	000000	000000	000000
000034 000000	000001	000000	000000	000001
000035 000000	000000	000000	000000	000000
000036 000000	000000	000000	000000	000000
000037 000000	000000	000000	000000	000000
000038 000000	000000	000000	000000	000000
000039 000000	000000	000000	000000	000000
000040 000000	000000	000000	000000	000000
000041 000000	000000	000000	000000	000000
000042 000000	000000	000000	000000	000000
000043 000000	000000	000000	000000	000000
000044 000000	000000	000000	000000	000000
000045 000000	000000	000000	000000	000000
000046 000000	000000	000000	000000	000000
000047 000000	000000	000000	000000	000000
000048 000000	000000	000000	000000	000000
000049 000000	000000	000000	000000	000000
000050 000000	000000	000000	000000	000000
000051 000000	000000	000000	000000	000000
000052 000000	000000	000000	000000	000000
000053 000000	000000	000000	000000	000000
000054 000000	000000	000000	000000	000000
000055 000000	000000	000000	000000	000000
000056 000000	000000	000000	000000	000000
000057 000000	000000	000000	000000	000000
000058 000000	000000	000000	000000	000000
000059 000000	000000	000000	000000	000000
000060 000000	000000	000000	000000	000000
000061 000000	000000	000000	000000	000000
000062 000000	000000	000000	000000	000000
000063 000000	000000	000000	000000	000000
000064 000000	000000	000000	000000	000000
000065 000000	000000	000000	000000	000000
000066 000000	000000	000000	000000	000000
000067 000000	000000	000000	000000	000000
000068 000000	000000	000000	000000	000000
000069 000000	000000	000000	000000	000000
000070 000000	000000	000000	000000	000000
000071 000000	000000	000000	000000	000000
000072 000000	000000	000000	000000	000000
000073 000000	000000	000000	000000	000000
000074 000000	000000	000000	000000	000000
000075 000000	000000	000000	000000	000000
000076 000000	000000	000000	000000	000000
000077 000000	000000	000000	000000	000000
000078 000000	000000	000000	000000	000000
000079 000000	000000	000000	000000	000000
000080 000000	000000	000000	000000	000000
000081 000000	000000	000000	000000	000000
000082 000000	000000	000000	000000	000000
000083 000000	000000	000000	000000	000000
000084 000000	000000	000000	000000	000000
000085 000000	000000	000000	000000	000000
000086 000000	000000	000000	000000	000000
000087 000000	000000	000000	000000	000000
000088 000000	000000	000000	000000	000000
000089 000000	000000	000000	000000	000000
000090 000000	000000	000000	000000	000000
000091 000000	000000	000000	000000	000000
000092 000000	000000	000000	000000	000000
000093 000000	000000	000000	000000	000000
000094 000000	000000	000000	000000	000000
000095 000000	000000	000000	000000	000000
000096 000000	000000	000000	000000	000000
000097 000000	000000	000000	000000	000000
000098 000000	000000	000000	000000	000000
000099 000000	000000	000000	000000	000000
000100 000000	000000	000000	000000	000000
000101 000000	000000	000000	000000	000000
000102 000000	000000	000000	000000	000000
000103 000000	000000	000000	000000	000000
000104 000000	000000	000000	000000	000000
000105 000000	000000	000000	000000	000000
000106 000000	000000	000000	000000	000000
000107 000000	000000	000000	000000	000000
000108 000000	000000	000000	000000	000000
000109 000000	000000	000000	000000	000000
000110 000000	000000	000000	000000	000000
000111 000000	000000	000000	000000	000000
000112 000000	000000	000000	000000	000000
000113 000000	000000	000000	000000	000000
000114 000000	000000	000000	000000	000000
000115 000000	000000	000000	000000	000000
000116 000000	000000	000000	000000	000000
000117 000000	000000	000000	000000	000000
000118 000000	000000	000000	000000	000000
000119 000000	000000	000000	000000	000000
000120 000000	000000	000000	000000	000000
000121 000000	000000	000000	000000	000000
000122 000000	000000	000000	000000	000000
000123 000000	000000	000000	000000	000000
000124 000000	000000	000000	000000	000000
000125 000000	000000	000000	000000	000000
000126 000000	000000	000000	000000	000000
000127 000000	000000	000000	000000	000000
000128 000000	000000	000000	000000	000000
000129 000000	000000	000000	000000	000000
000130 000000	000000	000000	000000	000000
000131 000000	000000	000000	000000	000000
000132 000000	000000	000000	000000	000000
000133 000000	000000	000000	000000	000000
000134 000000	000000	000000	000000	000000
000135 000000	000000	000000	000000	000000
000136 000000	000000	000000	000000	000000
000137 000000	000000	000000	000000	000000
000138 000000	000000	000000	000000	000000
000139 000000	000000	000000	000000	000000
000140 000000	000000	000000	000000	000000
000141 000000	000000	000000	000000	000000
000142 000000	000000	000000	000000	000000
000143 000000	000000	000000	000000	000000
000144 000000	000000	000000	000000	000000
000145 000000	000000	000000	000000	000000
000146 000000	000000	000000	000000	000000
000147 000000	000000	000000	000000	000000
000148 000000	000000	000000	000000	000000
000149 000000	000000	000000	000000	000000
000150 000000	000000	000000	000000	000000
000151 000000	000000	000000	000000	000000
000152 000000	000000	000000	000000	000000
000153 000000	000000	000000	000000	000000
000154 000000	000000	000000	000000	000000
000155 000000	000000	000000	000000	000000
000156 000000	000000	000000	000000	000000
000157 000000	000000	000000	000000	000000
000158 000000	000000	000000	000000	000000
000159 000000	000000	000000	000000	000000
000160 000000	000000	000000	000000	000000
000161 000000	000000	000000	000000	000000
000162 000000	000000	000000	000000	000000
000163 000000	000000	000000	000000	000000
000164 000000	000000	000000	000000	000000
000165 000000	000000	000000	000000	000000
000166 000000	000000	000000	000000	000000
000167 000000	000000	000000	000000	000000
000168 000000	000000	000000	000000	000000
000169 000000	000000	000000	000000	000000
000170 000000	000000	000000	000000	000000
000171 000000	000000	000000	000000	000000
000172 000000	000000	000000	000000	000000
000173 000000	000000	000000	000000	000000
000174 000000	000000	000000	000000	000000
000175 000000	000000	000000	000000	000000
000176 000000	000000	000000	000000	000000
000177 000000	000000	000000	000000	000000
000178 000000	000000	000000	000000	000000
000179 000000	000000	000000	000000	000000
000180 000000	000000	000000	000000	000000
000181 000000	000000	000000	000000	000000
000182 000000	000000	000000	000000	000000
000183 000000	000000	000000	000000	000000
000184 000000	000000	000000	000000	000000
000185 000000	000000	000000	000000	000000
000186 000000	000000	000000	000000	000000
000187 000000	000000	000000	000000	000000
000188 000000	000000	000000	000000	000000
000189 000000	000000	000000	000000	000000
000190 000000	000000	000000	000000	000000
000191 000000	000000	000000	000000	000000
000192 000000	000000	000000	000000	000000
000193 000000	000000	000000	000000	000000
000194 000000	000000	000000	000000	000000
000195 000000	000000	000000	000000	000000
000196 000000	000000	000000	000000	000000
000197 000000	000000	000000	000000	000000
000198 000000	000000	000000	000000	000000
000199 000000	000000	000000	000000	000000
000200 000000	000000	000000	000000	000000
000201 000000	000000	000000	000000	000000
000202 000000	000000	000000	000000	000000
000203 000000	000000	000000	000000	000000
000204 000000	000000	000000	000000	000000
000205 000000	000000	000000	000000	000000
000206 000000	000000	000000	000000	000000
000207 000000	000000	000000	000000	000000
000208 000000	000000	000000	000000	000000
000209 000000	000000	000000	000000	000000
000210 000000	000000	000000	000000	000000
